Review,Class
acabo hotel guiado buenas referencias mostraba decepción pros edificio hermoso corazón habana vieja puede caminar puntos históricos contras tardaron horas darme habitación concierge dio recomendaciones visitar puntos turísticos esperar dieran habitación cerrados veces quedamos electricidad habitación desayuno esperar minutos poder entrar dieran mesa centro cambio monedas cambiar cuc dos veces dieron menor cantidad solo reclamar corrigieron cantidad resumen vale pena pagar cuesta hotel recibir servicio tan malo,2
pareciera despciona verla esperas piramide completa años ido deteriorando aunque seria bueno restrinja acceso gran cantidad gente visita hace necesario asistir guia entender vivian confuso parecer fundaron varias culturas ultimo predominaron cholultecas impresiona saber hombres dirigidos hernan cortes asesinaron alrdedor 5000 indigenas mantnza cholua,3
ciudad respire paz tranquilidad igual entras catedral persona explico historia catedral amable trabajador lugar,5
recientemente alojamos hotel raquel noches hotel situado parte vieja habana significa poca distancia andando muchas atracciones vieja habana excelentes restaurantes habitación cómoda aire acondicionado bastante agua ducha caliente desayuno bien fruta fresca huevos preparados orden vestíbulo precioso gente recepción servicial olvídese internet funciona cuba duda volvería alojarme hotel,4
baño habitación lavamanos gotera lunes día llegada baje recepción abrir línea crédito poder cargar servicio cuartos habitación nunca pregunto deseaba abrir línea crédito check realice orden llegar doy cuenta especifica menú orden hamburguesas mini orden guacamole coca cola capuchino strudel manzana helado vinilla llegar doy cuenta strudel helado llamar persona servicio cuartos dice pues llego helado dice lleva helado poniendo pregunto avisan helado cambiar orden contestan pues quieren,2
maravillosas estatuas bronce reverencia antiguos edificios estilo español catedral empaparse ambiente vieja habana,4
increible enorme visitarlo tiempo grande ver pierdan salon juego luces,5
olvídate almendras restaurante centro darán muestra auténtica cocina yucatán precio razonable camareras parecen trabajaba demasiado típica mexicana,4
tercera vez visito todas veces super rica comida atención increíble café rico caliento estilo bonito atractivo estilo colonial venir pareja familia super lindo puedes venir hacer,5
excelente ubicación casco antiguo habana personal atento amable entorno entretenido platos mayoría cubanos bien preparada presentada caro merece pena entorno,4
tramo largo pared sido famoso cantidad personas congregan allí noche lugar frecuentado locales gratis siempre lleno actividad disfrute relajándose pared disfrutar brisa fresca mar noches cálidas,3
compendio obras botero artistas plasticos museo bien conservado cuenta guias especializados gratuita entrada puede dedicar dos horas visita bueno interconecta casa moneda museo arte contemporaneo bogota,4
mala experiencia llegamos habitación lista entregaron encontramos baño buen aseo solicité recepción realizaran nuevo aseo llevé sorpresa encontrar baño mismas condiciones servicio zona piscina demorado pedí coctél nunca llevaron fin experiencia olvidar volveré,2
original hilton esplendoroso lujo aquellos años rincones majestuosos inmenso costo 000 000 dólares inaugurado alta sociedad pleno glamour revolución triunfo habana libre quedo marcado siempre emblema triunfo usted encontrara falta mantenimiento explanada alguien dispuesto pedirle restauran come bien mundo desayuno bien servido importante equipos electrónicos alimentación 110 volts toma tipo americano llevar adaptador,3
toda maravilla solo colombia obrade arquitectura vale pena cococer,5
supuestamente ser hotel alto perfil live aqua monterrey urban siquiera servicio hotel dos estrellas estacionamiento edificio pésimamente señalizado auto queda cerca ascensor hotel caminar bastante equipaje llegar hotel equipaje sanitizan recibe nadie tampoco proporcionan gel antibacterial llegar recepción cortantes cálidos discapacitado protesis pierna plena vista bermudas pregunté podían ayudarnos maletas así alguien ofrece ayudarte maletas sucede hoteles competencia menor categoría subir piezas equipaje al_x0085_,2
trata paladar increíble entorno increíble comida deliciosa servicio impecable hacer reserva habana puede perder seguro,5
buen mantenimiento instalaciones estilo frances conservan respiro méxico principios siglo pasado elegante gran confort recomiendo disfrutamo pueden mejorar detalles tener alta demanda ocaciones servicio hace lento pueden atender huespedes quiesieramos,4
bien precio alto guía buena explicación niños puede resultar impactante,3
duda alguna medios transporte mas utiles experiencia unica buen servicio unas vistas espectaculares ciudad,4
bodeguita encuentra media calle plaza catedral lugar concurrido turistas suelen tan famosos mojitos experiencia tantos visitantes llegan cada minuto preparan,3
museo oro bogotá mas significa muestra potencial orfebre precolombinos américa especialmente colombia cuatro regiones principales recuerdo evidente culturas ancestrales historia viviente leyenda dorado igual único verdad vale pena,5
aloje sector nuevo oct 2015 general buen hotel camas buen descanso problemas aire acondicionado bien malo calidad estrellas personal pesado clientes sobretodo aquellos sirven café desayuno ubicación excelente,3
hermosa vista ciudad bogota teleferico bonito paseo paisaje hace bastante frio dia iglesia cerrada limpieza pisos puliendo lindo agradable,5
rápido rico llegamos reserva buscaron hueco sabores trabajados bien presentados recomendable,5
bodeguita medio sigue manteniendo encanto especial paredes firmadas encantadores rincones ricos mojitos mas caros pues sigo prefiriendo pagar cuc mojito bodeguita medio pagar locales,4
alojamos hotel dic dic 2013 solemos hoteles casa puerto vallarta escogí cercanía boda lugar principio cuenta buena estancia personal recepción grosero barrera lingüística marido mexicano español fluido meses puse contacto reservas pedimos habitaciones junto dijeron ningún problema piden escribir semanas asegurarse cuidado hicimos recepción imposible darnos habitaciones juntos quizás mañana respondieron puedes imaginar tiempo cambiar habitación así dieron habitación 227 clientes 235 244 444 día boda dic habitación torno volvimos cuenta aretes oro dejado cerca televisión desaparecido siguiente día llamé seguridad vinieron ver habitación tomó informe nunca oído después ahora vuelta habitación cortinas baño llenos moldes preguntaba tos tener ojos lagrimeo dieron respuesta sábanas cama mal olor alegría habitación balcón supuesto pagamos personal amable dos recomendaría samuel restaurante salvador bar playa realmente amables sinceros hacer viaje mejor posible traté hablar gerente recepción dijeron disponible tras intentos finalmente dar nombre parecía debería haber sido secreto nunca recomendaría hotel comida horrible nunca vida enfermo puerto vallarta hotel días días semana allí enferma estómago familiarizas región vivido allí años tener casa puerto vallarta hoteles recomendaría acerques sitio,1
recorrer lugar rincones mágicos puebla ver hermosos retratos observar van tomando forma sentarse descansar bajo sombra árbol rodeados arte relajante noche levé pintoresco buenos lugares tomar pasar lindo momento tranquilo relajado encanto,4
hotel bien situado centro habana vieja habitaciones agradables personal amable destacar chicas recepción rosy desvivió hacernos estancia mejor posible judit nelly elder heldys anabel relaciones públicas hace honor puesto camareras séptima planta cuanod volvamos habana seguro repetimos,4
lugar bonito cuenta todas medidas sanidad personal atento recepción señorita diana mesero bidal atento rápido nuetro desayuno estubo delicioso recomiendo muchísimo paso puebla,4
hotel bonito cómodo verdad gustó atención parecer realizas agencia reservacion habitación tratan diferente llegue hotel esposo atendernos huésped acaba llegar trataron super bien maletas subieron dieron llaves subieron maletas solo dijeron ahí elevador toallas solo secarse manos día pusieron papel higiénico siento deben tratar igual pagues precio real descuento,2
viviendas creo deben ser consideradas patrimonio cultural integridad encantan barrio olvida moderno norte bogota encuentra buena comida barrio misterio colonial solo tener cuidado amigos ajeno,3
allí parte tour cenotes paradas alegré haber servicial guía informativa explicar sitio historia explicación lugar bastante información guiada realmente hizo lugar increíble,4
cuanto locacion personal buenos hotel viejo hace falta remodelacion considero precio alto condiciones hotel ubicacion tranquila centrica agradable,3
mundo tome muchisimos mejores mojitos comida mundo servicio bueno buen ambiente opinion mas nombre cosa,3
bodeguita punto referencia música genial comida servicio terrible pena,2
nardos destino popular turistas ambiente agradable tranquilo decoración fabulosa aunque oscura personal adecuado comida deliciosa buen precio aunque raciones absolutamente enorme puede ser bueno malo dependiendo necesidades pedí plato principal compartidos sabido,3
lugar pequeño pintoresco puede apreciar arte esculturas fierro pinturas etc,5
desayuno bueno atencion diga excelente calidad comida recomendable ubicacion privilegiada menos minutos parque indusrial visitar,5
dirá tiempo enero cuba año sido básicamente fresco húmedo diferente estancia culpa nino bien situado visitar habana puede andando tropicana tomar autobús local cercana hop hop off parada cuc coger taxi ciudad cuc duda visita obligada comida aquí bueno estándares cubanos probablemente hotel propiedad unión además europeos aquí mismo motivo haciendo caribe ahora tan preocupado lugares allí playa buena comparado varadero bueno,4
bien botero artista columbia británica famosa así museo botero parte gran complejo museos multitud museos libre entrada wifi así interesante arte dicen belleza ojo observador buena probabilidad encanta odias bogotá ver figura mismo,4
habitación pequeña limpieza deficiente ubicación bien problemas hotel acaban baño aseado correctamente lavabo salían animalitos camas fiar dormir jamás destendimos camas dudamos limpieza sábanas buffet restaurante salva comida agradable,2
falta espiritu servicio hospedados hotel verdad deja desear trato recepcionista tania fatal grosera peor nisiquiera deja terminar hablar expones problema verdad decepciona situacion primera vez hospedamos falta mantenimiento clima toallas hijo quedarse regadera mas minutos,2
comenzando positivo servicio amable comida llegó después tiempo razonable comida completamente mundano aunque cálido bastante decepcionante luz buenas opciones alrededor,3
cuenta encuentra ciudad habana cuba hotel lujoso ubicado zona céntrica habana cuenta pequeño centro comercial pueden comprar presentes atención excelente cuba buen hotel,4
bueno habitaciones amplias limpias vista increible ciudad buen desayuno días fiesta cubana divertida salón piso malo hotel enorme buen hall mal mantenido humedad pasillos baños manchas alfombras poca luz ascensores llegan escalera ascensor servicio aire acondicionado roto cambiar habitación colchones buenos avisado temas correcto,3
camino pescatore última vez cenamos hablamos gerente decepción nuevo menú comentado empleada servicio soso recibido director dijo podíamos pedir ver vieja menú próxima vez prepararía cualquier plato queremos así tomamos oferta cenar vez semana siguiente hace falta decir comida servicio vez disfrutamos cenas especialmente lubina preparada presentada perfectamente atento servicio única cosa podría haber hecho noche incluso mejor sido ausencia fumador par mesas quizás mejor suerte próxima vez mientras pescatore vez principio lista lugares cenar paradise village,5
respetaron tipo habitación reserve solicite habitación royal pague dieron estandar ningun rembolso comentaron podian realizar cambio lleno reverse tres semanas anticipacion,2
limpio rica comida calidad buena pastelería excelente servicio pago efectivo tarjeta crédito visa mastercard amex buen gusto decoración forma parte grupo marival recomendable algún desayuno casual tomar rico café tarde,4
decoración agradable servicio bueno comida hizo rica espectacular quedaron deber salsas disfruté tacos creo área oportunidad hubiere alguna,4
domingo cambiar lugar conocer nuevo lugar sabores ganas antojitos mexicanos probé tacos fideo dieron características describía menú parece parte ser precios,1
lugar agradable excelente vista encantó oportunidad novia pasamos genial recomiendo,5
front desk primer piso salí pedí taxi personal turno después llamarlo dijo bajara taxi camino afuera llena trailers estacionados hora oscuro considero buen servicio serciore llego taxi pedirme baje cuate,2
esperaba mejor historia creer mejor tipos besos recitan ahí modos tomate fotografía beso frente sigue camino,3
gran manera ver medellín subiendo teleférico muestra cosas ciudad dabas cuenta favelas aunque triste ver graffittis incluso árbol navidad febrero viaje rápido cima parque arni cima debe perder barato buena forma pasar tarde medellín,4
llame anticipación confirmar hora apertura sitio web indicaba hora apertura hora realmente además tienda regalos abierta decepcionante aprecié cómo letreros maya español inglés esculturas arcilla increíbles,4
primer lugar mundo debe tener claro habana ciudad distinta poir supuesto distinta infraestructuras hoteles escapan enormes carencias generalizadas país hotel mercure sevilla hotel cuatro estrellas bien cierto comparable hoteles misma categoría países españa cubre perfectamente necesidades cualquier visitante habana ubicación perfecta situado punto neurálgico ciudad permite desplazamiento pie muchas zonas habana instalaciones sabro colonial respira toda ciudad aunque obviamente necesitan remodelación decentes suficientemente limpias,3
llegamos ayer habitación apenas adecuado vecino colindante ruidoso inmediatamente prometieron nueva habitación mañana después salida hoy dicen habitaciones disponibles personal desagradable recepción ayuda ten cuidado,2
comprar pan café cucaracha salió panes solo mataron tiraron panes limpiaron vitrina asqueroso pensar comido pan muchas veces,1
vamos felices super atención empleados hotel andrés playa maicol grace marlon demás compañeros bares fanny maricela elida marlon leidi arneys wendy restaurantes rafael davidson conserjes argel don rafael niñas recepción animadores piscina activa festejaron cumpleaños francisco adalberto belkis niñas asearon habitaciones grandiosas cariñosas dios pague unas próximas vacaciones,5
desayunar malo buen sazón chef platos pedimos bueno,2
bien tampoco mundo gran plaza hormigón edificios administrativos cuba aguantaban horas discurso fidel calor,3
escala vuelo decidimos visitarlo gustó vale pena visita lleva tiempo recorrerlo después caminando barrio candelaria luego museo botero,4
fortaleza ver desfile soldados ver oír activó cañón gustado tan llena gente fácil ver,4
playa bonita puedes pasar tiempo familia rededor establecimientos comida lugares diversión bares puedes acampar único malo hoteles alrededor mala calidad quieres visitar lugar importante ponerte contacto hacer reservacion buen hotel,3
pesima calidad productos ofrecen compramos juguete madera pequeño tres años apenas comenzo jugar rompió regresamos local dueño negó reembolso argumentando trataba artesania artesania sinonimo mala calidad,1
marival residences resort lujo tan hermoso sólo vistas edificios gente trabaja allí simplemente increíble hacen sentir realeza realmente hacer estancia mejor hacen sentir casa ningún problema debería lista mundo ysbh,5
alojado varios hoteles peor dieron cama matrimonio finas sábanas colchón protector solo tamaño ruido habitación lado ruidosa toda noche pude dormir toda noche sido mejor dormir coche pérdida dinero,2
quinto viaje gran luxxe nuevo rivera maya aunque prefiero ubicación deseosos vez lugar vuelve grande concurrido servicio disminuyendo quiero suenan quejando gran viaje sólo visitas anteriores mejores siento aquellos comprado aquí parece montón gente remordimiento compradores novio asistieron presentación dicho medio día experiencia seguido rudos gerentes ventas reducción precio hace preguntes empiezan 200 000 van reducirla 000 especie broma habitación genial encantó vista increíble montaña único problema llaman habitación vistas océano pequeña franja agua ver lleva mar habitación seguro llamar montaña vista alojado habitación aquí legítima océano prefiero montañas irritante anuncian vista océano torre 7085 realidad sugeriría hermosa vista montaña masaje spatium maravilloso zaira mejor mejor resort masaje novio madre encantó golf dijo carlos caddie fantástico servicial cosa advierten tarda eternidad cualquier sitio especialmente coche tarda minutos llegar vez esperar carritos golf volvíamos pie puede caliente últimos días sendero cerrada resumen usted nunca querrá abandonar hotel estancia aquí lugar estupendo quieres cualquier parte gusta salir ver verdadero méxico puerto vallarta centro alójate lugar vayas presentación,3
súper buenos juegos actividades divertidas pudimos ganar dulces dos pizza nuevos amigos choco diego regalaron unas playeras bien padres,5
final derecha callejón chorro llegar soportar agobio insoportable cubanos rato diciéndote vayas restaurante tan insistente decía,1
propiedad alojamiento servicio increíbles dimos cuenta propiedad parte talavera reina marca llegamos vimos señales tienda regalos realidad compras talavera puebla tienda unidos así paralelo destinado ser hicimos visita galería cerca cholula ver todas piezas incluyendo exposición venta especialidades obras arte lado negativo compañero comimos mañana desayuno hotel envió múltiples viajes saben primeros signos visite tiendas ciudad talavera seguido confirmación llegamos atlixco suerte _x0085_,4
cementerio especial cubanos nota bien conservado todavía usa hoy día,4
hotel remodelación sabiendas malas condiciones habitaciones remodelar aun así sujetas reservación caso asignaron habitación piso debo señalar muebles encontraban sumamente desgastados decir baño inodoro negro fondo regadera pésimas condiciones apenas salían tres hilos agua todas direcciones peor notar toallas sumamente percudidas rotas testigo recepcionistas mostrársela insulto renten habitaciones condiciones creo hotel estrellas encuentra así afortunadamente tras realizar justo reclamo asignaron habitación renovadas piso vaya diferencia _x0085_,1
quieres naturaleza ejercicio lugar llegas cima recomiendo restaurante hotel,5
alvaro fernandez morell portuondo placer disfrutar servicios sintiendome totalmente acojido dos viajes cuba diciembre 2014 marzo 2015 quiero manifestar servicio experiencia compartir uds sido excelente asi calidad gastronomia mejorando muchisimo gracias atencion pablo empleados restaraunt quiero particulizar agradecimiento empezando director general hotel don valerio directores carlos roberto chino pablo camilo seeoane especialmente alina cuya atencion excepcional igualmente agradecer trato recepcion siannam ivette sisbeisi sayli arisbel personas responsable relaciones publicas mejores cuba,5
ubicado corta distancia pie ciudad amurallada fortificaciones enormes obviamente construida mantener actuaran personas agresoras bahía mientras ciudad amurallada parecía toque gesto enriquecimiento fortaleza construida detener invasores matando toque tratando ser impregnible fortaleza particularmente bonito parece lookes reducido montaña tallas prettiness simplemente mantener solidez hornear caliente visitamos poca sombra cualquier lugar vez boghut billete entrada larga rampa adoquinada conduce cuerpo principal fortaleza marathonrunners cansados calor así debe ser casi imposible aquellos menos aptos bellas vistas cima agradable brisa pequeña cafetería aseos fortaleza fortaleza militar apropiada aunque tan bueno europeos oriente medio castillos todavía bien vale pena tiempo visitar,4
museo oro numerosas recomendaciones diferentes grupos amigo dice debe ver mientras generalmente encanta museos sólo pintura escultura museos secciones típicas antigua chucherías entusiasmaba exactamente museo chucherías historia antigua oro sociedad entonces museo,2
catedral sal notable visita guiada proporciona buena historia minera sal geología rituales católicos visita obligada dio oportunidad averiguar transmilenio sistema autobuses transmilenio incomprensible corredor primera vez volver hora punta lluvia iluminar totalmente experiencia nunca olvidará busetas zipa fáciles tomar idea bajar aunque conductor sabía íbamos zipa dijo palabra kilómetros pasando ciudad bien pequeño revés hitching post wedding largo caminar cuesta arriba llevó allí parte aventura plazitas encantadores descanso tarde pesar misadventure recomiendo coger trans busetas aventura maestría,4
buena ubicación moverse cualquier punto ciudad restaurantes cerca habitaciones pequeñas programación terrible canales mayoría bloqueados comida decente ser espectacular,3
ustedes hace par semanas igual manera hace par años único gusto encargado bar noche grosero profesional clara diferencia atención huéspedes hotel bueno podría ser excelente lástima persona tan preparada pizca amabilidad,4
buen servicio joven ivan siempre atento buena atención buen lugar pasar buena compañía,4
diversidad ahora decaído lugar huele pez menos peces mejor acuario méxico,3
pague habitacion dio nivel inferior notificarme acerque recepcion realizar queja pudieron hacer dia siguiente tambien lohice pudieron darme respuesta parecer persona toma decisiones non disponible,2
hizo tarde noche parada tomar café regresar hotel lleno música gran ambiente ten cuidado mago mesa magia costosa notas pequeños mano así asegúrate bueno bastante carácter,5
hotel céntrico ahí puede visitar pie gran parte atractivos turísticos aun así siempre taxis frente hotel dividido dos partes antigua remodelada moderna cuarto moderna utilicé áreas comunes antigua restaurante bar lobby alberca terraza mejores cuartos baños amplios modernos alberca excepcional vista habana lobby bar bastante agradable puedo decir buen hotel base conocer habana buena localización servicio difícil encontrar cuba comentar veces demasiada gente puede ser molesto,4
excelente servicio limpio cómodo excelente vista habitación salones juntas buenos terraza buena vista excelentes habitaciones cómodas restaurante atención buena,5
experiencia general satisfactoria solo area oportunidad respecto olor coladeras habitación hice saber mejoren ahi personal general amable servicial,5
experiencia buena guia fernando dio excelente tour simpático ayudó tomarnos fotos,5
100 recomendable excelente atención personal instalaciones limpias cómodas además servicio transporte inmediato restaurantes cercanos visitan convex buena opción,5
first time colombia and the hotel and service was terrible the room dirty buffet extremely poor quality snack and drinks horrible well they didn have nothing the snack only one thing per day all lie the staff unfriendly and all the information they give was incorrect overall impression don waste your money sure there are other resorts cartagena needed give you realistic perspective just somewhere else don waste your money horrible hotel esperar tarde check nadie información correcta habitación baño sucios buffet pobres sucios daba asco snack piscina existe solo habia pan frio vienesa cada dia colocan solo,1
recorrido hotel día quedé jardines exteriores vestíbulo preciosos visitamos famoso bar disfrutamos patio dio emocionados estancia noche allí reservamos última noche viaje regalo especial hotel histórico estancia lujo pasillos habitaciones anticuadas alfombra viejo habitación moho camas duras cama cómoda mejor parte habitación ducha mejor toda semana desayuno incluido buffet bien 600 dólares noche siquiera llegar internet habitación justo debajo media cafetería restaurante,3
excelente servicio personal atiende restaurantes bares buena ubicación instalaciones habitaciones áreas comunes limpias piscina excelente chicos entretenimiento,5
duda alguna mejor restaurante cortes visitado ahora rib eye sal sencillamente insuperable ambiente top servicio primera barato vale cuesta,5
biblioteca obispo palafox encuentra magníficamente conservada posee verdadero tesoro libros varios guías hacen interesante agradable visita,5
tomó paseo largo malecón aproximadamente millas habana calor encantó largo tramo carretera rodeada restaurantes bares junto mar personas gusta reunirse aquí noches relajarse gran lugar visitar visitando habana,3
avenida mas famosa merida muchas casas historia habitadas mal bien conservadas arquitectura francesa española musulmana tipo personas vivieron casas siglo van tomar fotos recomiendo recorrer avenida caminando,3
lugar atractivo hemingway puedes firmar paredes mesas miles lugar decente restaurante menos concurrida bar,4
duda playa bonita tranquila caminar orilla mar ideal familia gusta mas playa puerto veracruz,5
vaya aquí día menos personas merece pena increíble vista enorme ciudad salvaje,5
creo tema principal hotel marcas estrellas así expectativa alta realidad siempre ser problema personas justificar calidad inferior diciendo estrellas estrella cuba después haber habana puedo decir injusto cuba auténtico cinco estrellas hoteles cubanos existe éste exterior parece genial jardines bien cuidados buffet desayuno bueno tortillas tortitas estaciones fresca mucha variedad bienvenida cálida necesidad médico bueno bajo costo embargo hecho agua cortesía,2
recomendaron restaurante comer buen corte carne pedí rojo dentro dieron totalmente cocinado connño esperar corte dado cita rápido tiempo pesir,3
mejores paseos hice vista ciudad cerro sencillamente fascinante comida exquisita gente amable debes visitar monserrate vas bogotá,4
probablemente mejor restaurante cuba siempre lleno suele ser conveniente reservar antelación ropa vieja exquisita precios razonables,5
hermosa catedral grande usted usando corto pantalones cortos esperes caminar allá entrada principal interesa conservador términos llevar ver ser barato hacer donación,4
excelente atención parte aide bernie uri deliciosa cena probamos muchas gracias,5
lugares compara recuerdos único malo caminar demás bien,3
zonas famosas habana parece zona guerra fijas ves casas antiguas coloniales fijas mínimamente ves ruinas abandono suciedad pobre gente viviendo ruinas ves casa último piso ruinas debajo ventana deja ver ropa tendida mísera luz miras hacia mar mires cerca mires porquería lado paseo olvidate males olores caminar fíjate agujeros seguridad ahora bien puedes quedar amabilidad gente música lugar reunión amistad,1
disfrutarlo debe gustarte emociones fuertes llevar niños mas grandes casi aire libre así preparado protector solar gafas sombrero mucha variedad alimentos,3
primera vez maravilloso hotel seguramente oportunidad regresar arquitectura magnifica viajar pasado modernidades presente servicio inigualable felicidades sigan asi,5
dicho críticas entorno precioso entrada increíble ver comida agradable gustado haber pagado calidad embargo probablemente mejores lugares comer cuba servicio bueno así conjunto quedamos satisfechos elección,4
descanso total excelente combinación playa piscina tener dos opciones buen servicio playa sombrillas sillas huespedes ciuidad amurallada solo minutos taxi visitar noche caminar cenar,3
bien ubicado hotel minimalista habitaciones limpias cómodas buenos amenities productos crabtree evelyn dan estancia upgrade faltan amenities básicos compensan atención personal restaurante debajo categoría hotel,4
experiencia diferente ver animales auto puedes conseguir entrada audio guía viene pongas radio conforme vas avanzando dependiendo zona van hablando acerca animales características etc,4
gran iglesia san francisco asis sorprende porte altura vigencia materiales imponente escultura santo ubicada vuelta entrada principal iglesia lado misma estatua viviente vigila puerta principal costado iglesia amplia plaza seca grandes dimensiones particularidad invasion palomas vuelan unisono ancha plaza convergen vieja puerta deñ costado iglesia frente plaza espectaculo simpatico lugar interesante,4
lugar romántico disfrutas arte buena comida quieras beber lugar agradable tranquilo,4
alojamos aquí parte parte estancia cuba varadero travelelled alrededor mundo podrá comprender trata ciudad pobre tales gente aquí veo lugar hacer sala zona recepción conductores taxi prostituta extraña lados habana ninguna amenaza chico extraño gritando oye amigo timos debe tenerse cuenta llevará bar festival lleva bar ernest hemingway esquina unas pocas millas distancia quieres buena bebida comida mira lado calle izquierda subiendo unas escaleras verá bar peto caro,3
excursion obligatoria lindas ruinas pueden comprar cositas regalos alrededores compre pensando caros despues arrepenti,4
atraccion debes dejar visitar vas bogota observan mucha cultura precolombina pais sala proyeccion buena recorridos guiados varios idiomas personas tercera edad pagan,5
iba camino monserrate cerquita chorro quevedo quedamos mesa terraza vacío decoración peculiar ambiente bohemio lugar,4
necesita remodelacion total empezado calle interior día genial losa cuba 1958 pesa espero dentro pocos mesessss momento glorioso personas maravillosas abrazo,2
hotel pésimo tres peor vedado saint john flamingo cierra equipaje entran cucarachas cierran puertas ventanas sucio desastre desayuno comida recomiendo cualquier casa alquiler vedado muchas repetiré,1
acabamos pasar semanas puerto vallarta dirigido villa pamer años primera vez visité flamencos pasamos semana viejo villa palmar segunda semana nueva villa palmar hermoso complejo instalaciones preciosas habitaciones espaciosas unas vistas fantásticas playa bonita caminé bucerias volver varias mañanas especial encantó tener conseguir lugar piscina playa mañana descubrimos varios restaurantes mientras allí personal servicial amable pierda facilidad sales puerta principal autobús llegar centro restaurantes atracciones incluso abrazada león mar piscina volveremos,5
lamentablemente peores hoteles visité vida hotel viejo mantenimiento aunque principal problema limpieza nunca limpiaron habitación semana cambiaron toallas dejaba piso propósito volvian colgar queje recepcion nunca solucionaron varias habitaciones colegas tenian agua agua caliente bañarse lleno cucarachas toda habitación armarios olor humedad bien musica vivo todas noches mañana caso trabajo terrible música gritos mujeres vida fácil todas noches hall accediendo habitaciones huespedes hotel camas colchones viejos,1
hice reserva tiempo antelación llegar lista esperando media hora decirme levantarme preguntar dos veces chicas recepción checan radio final resultó radio falla desespero hago presión hora llamado,4
iniciar entrada demasiado costosa ofrece único vale pena vista demás olvidar túneles gran cosa crar mejor impacto debería tener mobiliario utilizaba época dar experiencia mas inmersiva así pobre ofrecimiento verdad colombia falta ser atractivo turístico mundo llevas niños pequeños ojalá buen físico atracción recomendable,2
hotel sucio viejo huele horrible dentro habitaciones mala limpieza habitación encontré cucaracha bañera malas condiciones cubre lecho manchado parecer sangre desastre hotel,1
lugar especial además come rico aunque caro habana terraza tejado ven unas vistas habana increíbles tomar trago picar recomiendo,5
alojé aquí gente describe lugar sólo agradable hotel americano tan gran caja alto época rusos dejado así construir tan feo habitaciones grandes decoración 1950 construido 1995 desayuno bueno gente cuba apenas huevos así ayudar salir vez fans amontonándose platos tanta comida encanto lejos ciudad vieja buen lugar ver atardecer malecón tipo lugar visita utilizado trip advisor basado comentarios decepcionado supuesto parecía sabía tipo lugar,3
alojamos hace días hotel único bueno ubicación justo centro habana vieja demás merece bueno decir limpieza limpio desayuno pésimo comida mal pizzas único valía pasar noche mal elijan aunque alejado merecerá pena,3
alojamos melia cohiba noches varadero noches recepción bar restaurante lujosas zonas merecen estrellas bufé desayuno cava cena restaurante mediterráneo excelentes descubrimos tarde duda siempre caso cuba habitaciones buen estándar amplia limpia cómodas camas almohadas fuerte olor humo cigarros habitación llegamos aunque desapareció pasillos mal unas pocas manchas alfombras marcas paredes grave único punto negativo hotel ubicación centro habana taxis abundantes baratos,4
restaurante institución puebla hambre zona centro puede conseguir buena comida comparar restaurantes zona comida buena especialmente mole pizza embargo áreas oportunidad buen servicio ser rápido,3
después hora media cola organizada dentro museo orden dejan entrar demasiada gente pesar solamente permitido acceso grupos personas,2
gustó estadía hotel experiencia acogedora oportunidad usar servicio internet centro negocios aymara muchacha oriento uso navegación sala excelente servicio profesional amable,5
vale pena bien puesto personas trabajan ahí pendiente visitantes,5
hoy visite playa baru recomiendo mucha basura personas cobran quieren además policía nacional pasa pegada celular pendiente visitantes,1
alojamos hotel parte viaje habana cayo cocos dos noches claramente hotel tránsito mayoría gente allí unas cuantas noches primeras impresiones bueno hotel limpio agradable aspecto habitación piso ruido bar planta pesadilla dicho trate ser planta embargo mundo grupo poner planta habitación grande limpia embargo aire acondicionado hacía ruido terrible gente fumar pasillos olía todas partes comida terrible restaurante buffet cantina personal particularmente atentos vacío comen tardíos parecía personal,2
gran ejemplo arquitectura barroca impresionante capilla señora rosario tres días puebla tres días visitamos hermosísima,5
crítica refiere principalmente servicio comida hotel aunque paseo zona vestíbulo hizo bastante obvio renovación necesitaba normalmente zona vestíbulo hecho ser acogedor luego habitaciones huéspedes escalón acuerdo críticas respecto actitud personal hacia clientes parece molestia eliminaban vidas principio parado registro menú comedor encontramos varias cosas menú interesa tener decidimos volver día siguiente regreso dimos cuenta únicos comedor parecía extraño hotel tan grande ver menú orden,2
hotel promedio buena atención comida aire acondicionado temperatura deseada podía cambiar desayuno regular restaurante italiano delicioso buena vista playa,3
bonito taxis viven pitando aunque prohibido puedes pasar carro conocer demás acosan tiempo lugar hermoso tomarte fotos conocer parte historia cartagena,4
lugar pintoresco permite apreciar tradiciones cultura locales aunque igual permite convivir gente todas partes mundo muchísimas artesanías oferta culinaria poder tomar cerveza café alrededores relajante pueden jugar hijos problema alguno siempre mantenerlos entretenidos recomendado,5
excelente paseo kms hermosa vista conviene hacerlo caminando coco taxi imperdible puestas sol increíbles cerca café lugares comer mejores hoteles,5
experiencia lugar verdaderamente maravillosa lugar sumamente agradable atención excelente buena música mejor disfrutar comida llena sabores tropicales frescura variedad carta hijo molestoso,5
lugar bonito agradable puede faltar viajar primera vez bogotá recomiendo bar restaurante masaya,5
museo pequeño salas únicamente detalle mobiliario increíble obvio influencia francesa tiempo bien cuidado cada detalle salas bien vale pena visitarlo pleno centro histórico recomendable,5
